District,School,Grade,Year,Value
HOBBS ,SOUTHERN HEIGHTS ELEMENTARY,D,2014-2015,2
HOBBS ,STONE ELEMENTARY,D,2014-2015,2
HOBBS ,TAYLOR ELEMENTARY,C,2014-2015,3
HOBBS ,WILL ROGERS ELEMENTARY,F,2014-2015,1
HOBBS ,B.T. WASHINGTON ELEMENTARY,A,2015-2016,5
HOBBS ,BROADMOOR ELEMENTARY,A,2015-2016,5
HOBBS ,COLLEGE LANE ELEMENTARY,B,2015-2016,4
HOBBS ,CORONADO ELEMENTARY,A,2015-2016,5
HOBBS ,EDISON ELEMENTARY,B,2015-2016,4
HOBBS ,HEIZER MIDDLE SCHOOL,F,2015-2016,1
HOBBS ,HIGHLAND MIDDLE SCHOOL,B,2015-2016,4
HOBBS ,HOBBS FRESHMAN HIGH,D,2015-2016,2
HOBBS ,HOBBS HIGH,C,2015-2016,3
HOBBS ,HOUSTON MIDDLE SCHOOL,B,2015-2016,4
HOBBS ,JEFFERSON ELEMENTARY,C,2015-2016,3
HOBBS ,MILLS ELEMENTARY,B,2015-2016,4
HOBBS ,MURRAY ELEMENTARY,B,2015-2016,4
HOBBS ,SANGER ELEMENTARY,B,2015-2016,4
HOBBS ,SOUTHERN HEIGHTS ELEMENTARY,D,2015-2016,2
HOBBS ,STONE ELEMENTARY,B,2015-2016,4
HOBBS ,TAYLOR ELEMENTARY,B,2015-2016,4
HOBBS ,WILL ROGERS ELEMENTARY,B,2015-2016,4
HONDO,HONDO ELEMENTARY,C,2016-2017,3
HONDO,HONDO HIGH,D,2016-2017,2
HONDO,HONDO ELEMENTARY,C,2017-2018,3
HONDO,HONDO HIGH,C,2017-2018,3
HONDO ,HONDO ELEMENTARY,F,2012-2013,1
HONDO ,HONDO HIGH,A,2012-2013,5
HONDO ,HONDO ELEMENTARY,C,2013-2014,3
HONDO ,HONDO HIGH,B,2013-2014,4
HONDO ,HONDO ELEMENTARY,D,2014-2015,2
HONDO ,HONDO HIGH,C,2014-2015,3
HONDO ,HONDO ELEMENTARY,B,2015-2016,4
HONDO ,HONDO HIGH,C,2015-2016,3
HORIZON ACADEMY WEST,HORIZON ACADEMY WEST,D,2012-2013,2
HORIZON ACADEMY WEST,HORIZON ACADEMY WEST,B,2013-2014,4
HORIZON ACADEMY WEST,HORIZON ACADEMY WEST,D,2014-2015,2
HORIZON ACADEMY WEST,HORIZON ACADEMY WEST,C,2015-2016,3
HORIZON ACADEMY WEST,HORIZON ACADEMY WEST,D,2016-2017,2
HORIZON ACADEMY WEST,HORIZON ACADEMY WEST,B,2017-2018,4
HOUSE,HOUSE ELEMENTARY,D,2016-2017,2
HOUSE,HOUSE HIGH,B,2016-2017,4
HOUSE,HOUSE JUNIOR HIGH,C,2016-2017,3
HOUSE,HOUSE ELEMENTARY,A,2017-2018,5
HOUSE,HOUSE HIGH,C,2017-2018,3
HOUSE,HOUSE JUNIOR HIGH,C,2017-2018,3
HOUSE ,HOUSE ELEMENTARY,C,2012-2013,3
HOUSE ,HOUSE HIGH,B,2012-2013,4
HOUSE ,HOUSE JUNIOR HIGH,B,2012-2013,4
HOUSE ,HOUSE ELEMENTARY,B,2013-2014,4
HOUSE ,HOUSE HIGH,B,2013-2014,4
HOUSE ,HOUSE JUNIOR HIGH,D,2013-2014,2
HOUSE ,HOUSE ELEMENTARY,C,2014-2015,3
HOUSE ,HOUSE HIGH,C,2014-2015,3
HOUSE ,HOUSE JUNIOR HIGH,D,2014-2015,2
HOUSE ,HOUSE ELEMENTARY,B,2015-2016,4
HOUSE ,HOUSE HIGH,C,2015-2016,3
HOUSE ,HOUSE JUNIOR HIGH,B,2015-2016,4
INTERNATIONAL SCHOOL AT MESA DEL SOL,INTERNATIONAL SCHOOL AT MESA DEL SOL,D,2012-2013,2
INTERNATIONAL SCHOOL AT MESA DEL SOL,INTERNATIONAL SCHOOL AT MESA DEL SOL,D,2013-2014,2
INTERNATIONAL SCHOOL AT MESA DEL SOL,INTERNATIONAL SCHOOL AT MESA DEL SOL,C,2014-2015,3
INTERNATIONAL SCHOOL AT MESA DEL SOL,INTERNATIONAL SCHOOL AT MESA DEL SOL,C,2015-2016,3
INTERNATIONAL SCHOOL AT MESA DEL SOL,INTERNATIONAL SCHOOL AT MESA DEL SOL,C,2016-2017,3
J PAUL TAYLOR ACADEMY,J PAUL TAYLOR ACADEMY,C,2012-2013,3
J PAUL TAYLOR ACADEMY,J PAUL TAYLOR ACADEMY,B,2013-2014,4
J PAUL TAYLOR ACADEMY,J PAUL TAYLOR ACADEMY,C,2014-2015,3
J PAUL TAYLOR ACADEMY,J PAUL TAYLOR ACADEMY,C,2015-2016,3
J PAUL TAYLOR ACADEMY,J PAUL TAYLOR ACADEMY,C,2016-2017,3
J PAUL TAYLOR ACADEMY,J PAUL TAYLOR ACADEMY,C,2017-2018,3
JAL,JAL ELEMENTARY,B,2016-2017,4
JAL,JAL HIGH,C,2016-2017,3
JAL,JAL JR HIGH,F,2016-2017,1
JAL,JAL ELEMENTARY,D,2017-2018,2
JAL,JAL HIGH,C,2017-2018,3
JAL,JAL JR HIGH,F,2017-2018,1
JAL ,JAL ELEMENTARY,F,2012-2013,1
JAL ,JAL HIGH,B,2012-2013,4
JAL ,JAL JR HIGH,D,2012-2013,2
JAL ,JAL ELEMENTARY,F,2013-2014,1
JAL ,JAL HIGH,C,2013-2014,3
JAL ,JAL JR HIGH,F,2013-2014,1
JAL ,JAL ELEMENTARY,A,2014-2015,5
JAL ,JAL HIGH,A,2014-2015,5
JAL ,JAL JR HIGH,C,2014-2015,3
JAL ,JAL ELEMENTARY,C,2015-2016,3
JAL ,JAL HIGH,D,2015-2016,2
JAL ,JAL JR HIGH,F,2015-2016,1
JEMEZ MOUNTAIN,CORONADO HIGH,C,2016-2017,3
JEMEZ MOUNTAIN,CORONADO MIDDLE,F,2016-2017,1
JEMEZ MOUNTAIN,GALLINA ELEMENTARY,B,2016-2017,4
JEMEZ MOUNTAIN,LINDRITH AREA HERITAGE,C,2016-2017,3
JEMEZ MOUNTAIN,LYBROOK ELEMENTARY,F,2016-2017,1
JEMEZ MOUNTAIN,CORONADO HIGH,C,2017-2018,3
JEMEZ MOUNTAIN,CORONADO MIDDLE,F,2017-2018,1
JEMEZ MOUNTAIN,GALLINA ELEMENTARY,D,2017-2018,2
JEMEZ MOUNTAIN,LINDRITH AREA HERITAGE,A,2017-2018,5
JEMEZ MOUNTAIN,LYBROOK ELEMENTARY,F,2017-2018,1
JEMEZ MOUNTAIN ,CORONADO HIGH,B,2012-2013,4
JEMEZ MOUNTAIN ,CORONADO MIDDLE,B,2012-2013,4
JEMEZ MOUNTAIN ,GALLINA ELEMENTARY,D,2012-2013,2
JEMEZ MOUNTAIN ,LINDRITH AREA HERITAGE,C,2012-2013,3
JEMEZ MOUNTAIN ,LYBROOK ELEMENTARY,F,2012-2013,1
JEMEZ MOUNTAIN ,CORONADO HIGH,C,2013-2014,3
JEMEZ MOUNTAIN ,CORONADO MIDDLE,B,2013-2014,4
JEMEZ MOUNTAIN ,GALLINA ELEMENTARY,F,2013-2014,1
JEMEZ MOUNTAIN ,LINDRITH AREA HERITAGE,B,2013-2014,4
JEMEZ MOUNTAIN ,LYBROOK ELEMENTARY,F,2013-2014,1
JEMEZ MOUNTAIN ,CORONADO HIGH,D,2014-2015,2
JEMEZ MOUNTAIN ,CORONADO MIDDLE,F,2014-2015,1
JEMEZ MOUNTAIN ,GALLINA ELEMENTARY,A,2014-2015,5
JEMEZ MOUNTAIN ,LINDRITH AREA HERITAGE,B,2014-2015,4
JEMEZ MOUNTAIN ,LYBROOK ELEMENTARY,D,2014-2015,2
JEMEZ MOUNTAIN ,CORONADO HIGH,B,2015-2016,4
JEMEZ MOUNTAIN ,CORONADO MIDDLE,D,2015-2016,2
JEMEZ MOUNTAIN ,GALLINA ELEMENTARY,D,2015-2016,2
JEMEZ MOUNTAIN ,LINDRITH AREA HERITAGE,B,2015-2016,4
JEMEZ MOUNTAIN ,LYBROOK ELEMENTARY,C,2015-2016,3
JEMEZ VALLEY,JEMEZ VALLEY ELEMENTARY,F,2016-2017,1
JEMEZ VALLEY,JEMEZ VALLEY HIGH,C,2016-2017,3
JEMEZ VALLEY,JEMEZ VALLEY MIDDLE,D,2016-2017,2
JEMEZ VALLEY,SAN DIEGO RIVERSIDE,D,2016-2017,2
JEMEZ VALLEY,JEMEZ VALLEY ELEMENTARY,D,2017-2018,2
JEMEZ VALLEY,JEMEZ VALLEY HIGH,C,2017-2018,3
JEMEZ VALLEY,JEMEZ VALLEY MIDDLE,D,2017-2018,2
JEMEZ VALLEY,SAN DIEGO RIVERSIDE,C,2017-2018,3
JEMEZ VALLEY ,JEMEZ VALLEY ELEMENTARY,F,2012-2013,1
JEMEZ VALLEY ,JEMEZ VALLEY HIGH,B,2012-2013,4
JEMEZ VALLEY ,JEMEZ VALLEY MIDDLE,D,2012-2013,2
JEMEZ VALLEY ,SAN DIEGO RIVERSIDE,F,2012-2013,1
JEMEZ VALLEY ,JEMEZ VALLEY ELEMENTARY,F,2013-2014,1
JEMEZ VALLEY ,JEMEZ VALLEY HIGH,C,2013-2014,3
JEMEZ VALLEY ,JEMEZ VALLEY MIDDLE,D,2013-2014,2
JEMEZ VALLEY ,SAN DIEGO RIVERSIDE,F,2013-2014,1
JEMEZ VALLEY ,JEMEZ VALLEY ELEMENTARY,F,2014-2015,1
JEMEZ VALLEY ,JEMEZ VALLEY HIGH,C,2014-2015,3
JEMEZ VALLEY ,JEMEZ VALLEY MIDDLE,B,2014-2015,4
JEMEZ VALLEY ,SAN DIEGO RIVERSIDE,D,2014-2015,2
JEMEZ VALLEY ,JEMEZ VALLEY ELEMENTARY,D,2015-2016,2
JEMEZ VALLEY ,JEMEZ VALLEY HIGH,C,2015-2016,3
JEMEZ VALLEY ,JEMEZ VALLEY MIDDLE,D,2015-2016,2
JEMEZ VALLEY ,SAN DIEGO RIVERSIDE,C,2015-2016,3
LA ACADEMIA DOLORES HUERTA,LA ACADEMIA DOLORES HUERTA,C,2014-2015,3
LA ACADEMIA DOLORES HUERTA,LA ACADEMIA DOLORES HUERTA,F,2015-2016,1
LA ACADEMIA DOLORES HUERTA,LA ACADEMIA DOLORES HUERTA,F,2016-2017,1
LA ACADEMIA DOLORES HUERTA,LA ACADEMIA DOLORES HUERTA,F,2017-2018,1
LA JICARITA COMMUNITY SCHOOL,LA JICARITA COMMUNITY SCHOOL,F,2013-2014,1
LA JICARITA COMMUNITY SCHOOL,LA JICARITA COMMUNITY SCHOOL,F,2014-2015,1
LA JICARITA COMMUNITY SCHOOL,LA JICARITA COMMUNITY SCHOOL,D,2015-2016,2
LA PROMESA EARLY LEARNING,LA PROMESA EARLY LEARNING,D,2012-2013,2
LA PROMESA EARLY LEARNING,LA PROMESA EARLY LEARNING,D,2013-2014,2
LA PROMESA EARLY LEARNING,LA PROMESA EARLY LEARNING,C,2014-2015,3
LA PROMESA EARLY LEARNING,LA PROMESA EARLY LEARNING,F,2015-2016,1
LA PROMESA EARLY LEARNING,LA PROMESA EARLY LEARNING,D,2016-2017,2
LA PROMESA EARLY LEARNING,LA PROMESA EARLY LEARNING,C,2017-2018,3
LA RESOLANA LEADERSHIP,LA RESOLANA LEADERSHIP,F,2012-2013,1
LA RESOLANA LEADERSHIP,LA RESOLANA LEADERSHIP,F,2013-2014,1
LA RESOLANA LEADERSHIP,LA RESOLANA LEADERSHIP,C,2014-2015,3
LA RESOLANA LEADERSHIP,LA RESOLANA LEADERSHIP,B,2015-2016,4
LA RESOLANA LEADERSHIP,LA RESOLANA LEADERSHIP,D,2016-2017,2
LA TIERRA MONTESSORI SCHOOL,LA TIERRA MONTESSORI SCHOOL,D,2016-2017,2
LA TIERRA MONTESSORI SCHOOL,LA TIERRA MONTESSORI SCHOOL,C,2017-2018,3
LA TIERRA MONTESSORI SCHOOL OF THE ARTS AND SCIENCES,LA TIERRA MONTESSORI SCHOOL OF THE ARTS AND SCIENCES,F,2012-2013,1
LA TIERRA MONTESSORI SCHOOL OF THE ARTS AND SCIENCES,LA TIERRA MONTESSORI SCHOOL OF THE ARTS AND SCIENCES,D,2013-2014,2
LA TIERRA MONTESSORI SCHOOL OF THE ARTS AND SCIENCES,LA TIERRA MONTESSORI SCHOOL OF THE ARTS AND SCIENCES,B,2014-2015,4
LA TIERRA MONTESSORI SCHOOL OF THE ARTS AND SCIENCES,LA TIERRA MONTESSORI SCHOOL OF THE ARTS AND SCIENCES,B,2015-2016,4
LAKE ARTHUR,LAKE ARTHUR ELEMENTARY,D,2016-2017,2
LAKE ARTHUR,LAKE ARTHUR HIGH,D,2016-2017,2
LAKE ARTHUR,LAKE ARTHUR MIDDLE,F,2016-2017,1
LAKE ARTHUR,LAKE ARTHUR ELEMENTARY,C,2017-2018,3
LAKE ARTHUR,LAKE ARTHUR HIGH,C,2017-2018,3
LAKE ARTHUR,LAKE ARTHUR MIDDLE,F,2017-2018,1
LAKE ARTHUR ,LAKE ARTHUR ELEMENTARY,D,2012-2013,2
LAKE ARTHUR ,LAKE ARTHUR HIGH,B,2012-2013,4
LAKE ARTHUR ,LAKE ARTHUR MIDDLE,D,2012-2013,2
LAKE ARTHUR ,LAKE ARTHUR ELEMENTARY,D,2013-2014,2
LAKE ARTHUR ,LAKE ARTHUR HIGH,C,2013-2014,3
LAKE ARTHUR ,LAKE ARTHUR MIDDLE,D,2013-2014,2
LAKE ARTHUR ,LAKE ARTHUR ELEMENTARY,D,2014-2015,2
LAKE ARTHUR ,LAKE ARTHUR HIGH,C,2014-2015,3
LAKE ARTHUR ,LAKE ARTHUR MIDDLE,D,2014-2015,2
LAKE ARTHUR ,LAKE ARTHUR ELEMENTARY,C,2015-2016,3
LAKE ARTHUR ,LAKE ARTHUR HIGH,C,2015-2016,3
LAKE ARTHUR ,LAKE ARTHUR MIDDLE,D,2015-2016,2
LAS CRUCES,ALAMEDA ELEMENTARY,B,2016-2017,4
LAS CRUCES,ARROWHEAD PARK MEDICAL ACADEMY,A,2016-2017,5
LAS CRUCES,BOOKER T. WASHINGTON,D,2016-2017,2
LAS CRUCES,CAMINO REAL MIDDLE,B,2016-2017,4
LAS CRUCES,CENTENNIAL HIGH SCHOOL,A,2016-2017,5
LAS CRUCES,CENTRAL ELEMENTARY,C,2016-2017,3
LAS CRUCES,CESAR CHAVEZ ELEMENTARY,C,2016-2017,3
LAS CRUCES,COLUMBIA ELEMENTARY,B,2016-2017,4
LAS CRUCES,CONLEE ELEMENTARY,D,2016-2017,2
LAS CRUCES,DESERT HILLS ELEMENTARY,A,2016-2017,5
LAS CRUCES,DONA ANA ELEMENTARY,C,2016-2017,3
LAS CRUCES,EARLY COLLEGE HIGH SCHOOL,A,2016-2017,5
LAS CRUCES,EAST PICACHO ELEMENTARY,C,2016-2017,3
LAS CRUCES,FAIRACRES ELEMENTARY,B,2016-2017,4
LAS CRUCES,HERMOSA HGTS ELEMENTARY,D,2016-2017,2
LAS CRUCES,HIGHLAND ELEMENTARY,B,2016-2017,4
LAS CRUCES,HILLRISE ELEMENTARY,C,2016-2017,3
LAS CRUCES,JORNADA ELEMENTARY,B,2016-2017,4
LAS CRUCES,LAS CRUCES HIGH,C,2016-2017,3
LAS CRUCES,LOMA HEIGHTS ELEMENTARY,C,2016-2017,3
LAS CRUCES,LYNN MIDDLE,F,2016-2017,1
LAS CRUCES,MAC ARTHUR ELEMENTARY,F,2016-2017,1
LAS CRUCES,MAYFIELD HIGH,C,2016-2017,3
LAS CRUCES,MESA MIDDLE,D,2016-2017,2
LAS CRUCES,MESILLA ELEMENTARY,C,2016-2017,3
LAS CRUCES,MESILLA PARK ELEMENTARY,B,2016-2017,4
LAS CRUCES,MESILLA VALLEY ALTERNATIVE,F,2016-2017,1
LAS CRUCES,MONTE VISTA ELEMENTARY,B,2016-2017,4
LAS CRUCES,ONATE HIGH,B,2016-2017,4
LAS CRUCES,PICACHO MIDDLE,C,2016-2017,3
LAS CRUCES,RIO GRANDE PREPARATORY INSTITUTE,D,2016-2017,2
LAS CRUCES,SIERRA MIDDLE,D,2016-2017,2
LAS CRUCES,SONOMA ELEMENTARY,C,2016-2017,3
LAS CRUCES,SUNRISE ELEMENTARY,F,2016-2017,1
LAS CRUCES,TOMBAUGH ELEMENTARY,D,2016-2017,2
LAS CRUCES,UNIVERSITY HILLS ELEMENTARY,B,2016-2017,4
LAS CRUCES,VALLEY VIEW ELEMENTARY,F,2016-2017,1
LAS CRUCES,VISTA MIDDLE,C,2016-2017,3
LAS CRUCES,WHITE SANDS ELEMENTARY,A,2016-2017,5
LAS CRUCES,ZIA MIDDLE,D,2016-2017,2
LAS CRUCES,ALAMEDA ELEMENTARY,C,2017-2018,3
LAS CRUCES,ARROWHEAD PARK MEDICAL ACADEMY,B,2017-2018,4
LAS CRUCES,BOOKER T. WASHINGTON,C,2017-2018,3
LAS CRUCES,CAMINO REAL MIDDLE,B,2017-2018,4
LAS CRUCES,CENTENNIAL HIGH SCHOOL,B,2017-2018,4
LAS CRUCES,CENTRAL ELEMENTARY,D,2017-2018,2
LAS CRUCES,CESAR CHAVEZ ELEMENTARY,A,2017-2018,5
LAS CRUCES,COLUMBIA ELEMENTARY,B,2017-2018,4
LAS CRUCES,CONLEE ELEMENTARY,F,2017-2018,1
LAS CRUCES,DESERT HILLS ELEMENTARY,A,2017-2018,5
LAS CRUCES,DONA ANA ELEMENTARY,C,2017-2018,3
LAS CRUCES,EARLY COLLEGE HIGH SCHOOL,A,2017-2018,5
LAS CRUCES,EAST PICACHO ELEMENTARY,C,2017-2018,3
LAS CRUCES,FAIRACRES ELEMENTARY,C,2017-2018,3
LAS CRUCES,HERMOSA HGTS ELEMENTARY,D,2017-2018,2
LAS CRUCES,HIGHLAND ELEMENTARY,B,2017-2018,4
LAS CRUCES,HILLRISE ELEMENTARY,C,2017-2018,3
LAS CRUCES,JORNADA ELEMENTARY,B,2017-2018,4
LAS CRUCES,LAS CRUCES HIGH,C,2017-2018,3
LAS CRUCES,LOMA HEIGHTS ELEMENTARY,B,2017-2018,4
LAS CRUCES,LYNN MIDDLE,D,2017-2018,2
LAS CRUCES,MAC ARTHUR ELEMENTARY,C,2017-2018,3
LAS CRUCES,MAYFIELD HIGH,D,2017-2018,2
LAS CRUCES,MESA MIDDLE,D,2017-2018,2
LAS CRUCES,MESILLA ELEMENTARY,D,2017-2018,2
LAS CRUCES,MESILLA PARK ELEMENTARY,B,2017-2018,4
LAS CRUCES,MESILLA VALLEY ALTERNATIVE,F,2017-2018,1
LAS CRUCES,MONTE VISTA ELEMENTARY,A,2017-2018,5
LAS CRUCES,ONATE HIGH,C,2017-2018,3
LAS CRUCES,PICACHO MIDDLE,C,2017-2018,3
LAS CRUCES,RIO GRANDE PREPARATORY INSTITUTE,D,2017-2018,2
LAS CRUCES,SIERRA MIDDLE,F,2017-2018,1
LAS CRUCES,SONOMA ELEMENTARY,C,2017-2018,3
LAS CRUCES,SUNRISE ELEMENTARY,F,2017-2018,1
LAS CRUCES,TOMBAUGH ELEMENTARY,D,2017-2018,2
LAS CRUCES,UNIVERSITY HILLS ELEMENTARY,B,2017-2018,4
LAS CRUCES,VALLEY VIEW ELEMENTARY,F,2017-2018,1
LAS CRUCES,VISTA MIDDLE,C,2017-2018,3
LAS CRUCES,WHITE SANDS ELEMENTARY,A,2017-2018,5
LAS CRUCES,ZIA MIDDLE,D,2017-2018,2
LAS CRUCES ,ALAMEDA ELEMENTARY,C,2012-2013,3
LAS CRUCES ,BOOKER T. WASHINGTON,D,2012-2013,2
LAS CRUCES ,CAMINO REAL MIDDLE,C,2012-2013,3
LAS CRUCES ,CENTENNIAL HIGH SCHOOL,B,2012-2013,4
LAS CRUCES ,CENTRAL ELEMENTARY,C,2012-2013,3
LAS CRUCES ,CESAR CHAVEZ ELEMENTARY,C,2012-2013,3
LAS CRUCES ,COLUMBIA ELEMENTARY,D,2012-2013,2
LAS CRUCES ,CONLEE ELEMENTARY,C,2012-2013,3
LAS CRUCES ,DESERT HILLS ELEMENTARY,B,2012-2013,4
LAS CRUCES ,DONA ANA ELEMENTARY,B,2012-2013,4
LAS CRUCES ,EARLY COLLEGE HIGH SCHOOL,A,2012-2013,5
LAS CRUCES ,EAST PICACHO ELEMENTARY,D,2012-2013,2
LAS CRUCES ,FAIRACRES ELEMENTARY,C,2012-2013,3
LAS CRUCES ,HERMOSA HGTS ELEMENTARY,C,2012-2013,3
LAS CRUCES ,HIGHLAND ELEMENTARY,B,2012-2013,4
LAS CRUCES ,HILLRISE ELEMENTARY,C,2012-2013,3
LAS CRUCES ,JORNADA ELEMENTARY,F,2012-2013,1
LAS CRUCES ,LA ACADEMIA DOLORES,B,2012-2013,4
LAS CRUCES ,LAS CRUCES HIGH,B,2012-2013,4
LAS CRUCES ,LAS MONTANAS CHARTER,C,2012-2013,3
LAS CRUCES ,LOMA HEIGHTS ELEMENTARY,D,2012-2013,2
LAS CRUCES ,LYNN MIDDLE,B,2012-2013,4
LAS CRUCES ,MAC ARTHUR ELEMENTARY,D,2012-2013,2
LAS CRUCES ,MAYFIELD HIGH,B,2012-2013,4
LAS CRUCES ,MESA MIDDLE,C,2012-2013,3
LAS CRUCES ,MESILLA ELEMENTARY,C,2012-2013,3
LAS CRUCES ,MESILLA PARK ELEMENTARY,C,2012-2013,3
LAS CRUCES ,MESILLA VALLEY ALTERNATIVE MIDDLE SCHOOL,NA,2012-2013,NA
LAS CRUCES ,MONTE VISTA ELEMENTARY,C,2012-2013,3
LAS CRUCES ,ONATE HIGH,B,2012-2013,4
LAS CRUCES ,PICACHO MIDDLE,C,2012-2013,3
LAS CRUCES ,SAN ANDRES HIGH SCHOOL,C,2012-2013,3
LAS CRUCES ,SIERRA MIDDLE,B,2012-2013,4
LAS CRUCES ,SONOMA ELEMENTARY,D,2012-2013,2
LAS CRUCES ,SUNRISE ELEMENTARY,B,2012-2013,4
LAS CRUCES ,TOMBAUGH ELEMENTARY,C,2012-2013,3
LAS CRUCES ,UNIVERSITY HILLS ELEMENTARY,C,2012-2013,3
LAS CRUCES ,VALLEY VIEW ELEMENTARY,C,2012-2013,3
LAS CRUCES ,VISTA MIDDLE,C,2012-2013,3
LAS CRUCES ,WHITE SANDS ELEMENTARY,B,2012-2013,4
LAS CRUCES ,WHITE SANDS MIDDLE,A,2012-2013,5
LAS CRUCES ,ZIA MIDDLE,C,2012-2013,3
LAS CRUCES ,ALAMEDA ELEMENTARY,C,2013-2014,3
LAS CRUCES ,BOOKER T. WASHINGTON,F,2013-2014,1
LAS CRUCES ,CAMINO REAL MIDDLE,B,2013-2014,4
LAS CRUCES ,CENTENNIAL HIGH SCHOOL,A,2013-2014,5
LAS CRUCES ,CENTRAL ELEMENTARY,D,2013-2014,2
LAS CRUCES ,CESAR CHAVEZ ELEMENTARY,D,2013-2014,2
LAS CRUCES ,COLUMBIA ELEMENTARY,D,2013-2014,2
LAS CRUCES ,CONLEE ELEMENTARY,C,2013-2014,3
LAS CRUCES ,DESERT HILLS ELEMENTARY,B,2013-2014,4
LAS CRUCES ,DONA ANA ELEMENTARY,B,2013-2014,4
LAS CRUCES ,EARLY COLLEGE HIGH SCHOOL,A,2013-2014,5
LAS CRUCES ,EAST PICACHO ELEMENTARY,C,2013-2014,3
LAS CRUCES ,FAIRACRES ELEMENTARY,C,2013-2014,3
LAS CRUCES ,HERMOSA HGTS ELEMENTARY,D,2013-2014,2
LAS CRUCES ,HIGHLAND ELEMENTARY,B,2013-2014,4
LAS CRUCES ,HILLRISE ELEMENTARY,A,2013-2014,5
LAS CRUCES ,JORNADA ELEMENTARY,B,2013-2014,4
LAS CRUCES ,LA ACADEMIA DOLORES,B,2013-2014,4
LAS CRUCES ,LAS CRUCES HIGH,B,2013-2014,4
LAS CRUCES ,LAS MONTANAS CHARTER,C,2013-2014,3
LAS CRUCES ,LOMA HEIGHTS ELEMENTARY,B,2013-2014,4
LAS CRUCES ,LYNN MIDDLE,D,2013-2014,2
LAS CRUCES ,MAC ARTHUR ELEMENTARY,C,2013-2014,3
LAS CRUCES ,MAYFIELD HIGH,B,2013-2014,4
LAS CRUCES ,MESA MIDDLE,D,2013-2014,2
LAS CRUCES ,MESILLA ELEMENTARY,D,2013-2014,2
LAS CRUCES ,MESILLA PARK ELEMENTARY,C,2013-2014,3
LAS CRUCES ,MESILLA VALLEY ALTERNATIVE MIDDLE SCHOOL,NA,2013-2014,NA
LAS CRUCES ,MONTE VISTA ELEMENTARY,C,2013-2014,3
LAS CRUCES ,ONATE HIGH,B,2013-2014,4
LAS CRUCES ,PICACHO MIDDLE,D,2013-2014,2
LAS CRUCES ,RIO GRANDE PREPARATORY INSTITUTE,C,2013-2014,3
LAS CRUCES ,SIERRA MIDDLE,C,2013-2014,3
LAS CRUCES ,SONOMA ELEMENTARY,B,2013-2014,4
LAS CRUCES ,SUNRISE ELEMENTARY,D,2013-2014,2
LAS CRUCES ,TOMBAUGH ELEMENTARY,B,2013-2014,4
LAS CRUCES ,UNIVERSITY HILLS ELEMENTARY,B,2013-2014,4
LAS CRUCES ,VALLEY VIEW ELEMENTARY,C,2013-2014,3
LAS CRUCES ,VISTA MIDDLE,D,2013-2014,2
LAS CRUCES ,WHITE SANDS ELEMENTARY,B,2013-2014,4
LAS CRUCES ,ZIA MIDDLE,C,2013-2014,3
LAS CRUCES ,ALAMEDA ELEMENTARY,D,2014-2015,2
LAS CRUCES ,ARROWHEAD PARK MEDICAL ACADEMY,B,2014-2015,4
LAS CRUCES ,BOOKER T. WASHINGTON,C,2014-2015,3
LAS CRUCES ,CAMINO REAL MIDDLE,B,2014-2015,4
LAS CRUCES ,CENTENNIAL HIGH SCHOOL,C,2014-2015,3
LAS CRUCES ,CENTRAL ELEMENTARY,D,2014-2015,2
LAS CRUCES ,CESAR CHAVEZ ELEMENTARY,A,2014-2015,5
LAS CRUCES ,COLUMBIA ELEMENTARY,B,2014-2015,4
LAS CRUCES ,CONLEE ELEMENTARY,B,2014-2015,4
LAS CRUCES ,DESERT HILLS ELEMENTARY,B,2014-2015,4
LAS CRUCES ,DONA ANA ELEMENTARY,C,2014-2015,3
LAS CRUCES ,EARLY COLLEGE HIGH SCHOOL,B,2014-2015,4
LAS CRUCES ,EAST PICACHO ELEMENTARY,C,2014-2015,3
LAS CRUCES ,FAIRACRES ELEMENTARY,F,2014-2015,1
LAS CRUCES ,HERMOSA HGTS ELEMENTARY,A,2014-2015,5
LAS CRUCES ,HIGHLAND ELEMENTARY,C,2014-2015,3
LAS CRUCES ,HILLRISE ELEMENTARY,D,2014-2015,2
LAS CRUCES ,JORNADA ELEMENTARY,B,2014-2015,4
LAS CRUCES ,LAS CRUCES HIGH,A,2014-2015,5
LAS CRUCES ,LAS MONTANAS CHARTER,D,2014-2015,2
LAS CRUCES ,LOMA HEIGHTS ELEMENTARY,C,2014-2015,3
LAS CRUCES ,LYNN MIDDLE,F,2014-2015,1
LAS CRUCES ,MAC ARTHUR ELEMENTARY,F,2014-2015,1
LAS CRUCES ,MAYFIELD HIGH,C,2014-2015,3
LAS CRUCES ,MESA MIDDLE,F,2014-2015,1
LAS CRUCES ,MESILLA ELEMENTARY,B,2014-2015,4
LAS CRUCES ,MESILLA PARK ELEMENTARY,B,2014-2015,4
LAS CRUCES ,MESILLA VALLEY ALTERNATIVE MIDDLE SCHOOL,B,2014-2015,4
LAS CRUCES ,MONTE VISTA ELEMENTARY,A,2014-2015,5
LAS CRUCES ,ONATE HIGH,C,2014-2015,3
LAS CRUCES ,PICACHO MIDDLE,F,2014-2015,1
LAS CRUCES ,RIO GRANDE PREPARATORY INSTITUTE,D,2014-2015,2
LAS CRUCES ,SIERRA MIDDLE,D,2014-2015,2
